11435536,3540.93066406,10558.57128906,2078.60009765,412,394,371
11438495,3540.92773437,10558.57519531,2079.30004882,374,375,363
11440605,3540.92700195,10558.57714843,2079.50000000,401,389,371
11443553,3540.92675781,10558.57910156,2080.10009765,365,373,362
11446518,3540.92431640,10558.58203125,2080.80004882,400,390,371
11448626,3540.91894531,10558.58691406,2081.00000000,376,377,367
11451528,3540.90747070,10558.59960937,2080.90014648,394,386,369
11453632,3540.89770507,10558.61035156,2080.40014648,392,383,367
11456512,3540.88061523,10558.62890625,2078.60009765,394,385,366
11458600,3540.86791992,10558.64257812,2077.69995117,394,387,371
11461540,3540.84790039,10558.66503906,2076.50000000,395,387,370
11464511,3540.82836914,10558.68945312,2075.69995117,385,380,368
11466590,3540.81567382,10558.70410156,2075.40014648,389,384,369
11469557,3540.79687500,10558.72558593,2075.40014648,398,388,370
11472472,3540.77734375,10558.74804687,2075.30004882,392,384,369
11474599,3540.76367187,10558.76269531,2075.40014648,390,384,369
11477495,3540.74365234,10558.78515625,2075.90014648,400,388,372
11480468,3540.72558593,10558.81054687,2077.19995117,398,389,370
11482579,3540.71411132,10558.82812500,2078.60009765,387,382,366
11485489,3540.69628906,10558.85253906,2079.00000000,396,385,368
11487579,3540.68554687,10558.86425781,2078.69995117,389,386,372
11490520,3540.67456054,10558.87402343,2078.00000000,397,387,370
11492589,3540.66943359,10558.87792968,2078.60009765,384,381,368
11495526,3540.66503906,10558.88085937,2080.19995117,384,380,366
11498468,3540.66113281,10558.88378906,2080.80004882,389,384,367
11501460,3540.65063476,10558.89257812,2079.30004882,371,371,359
11503584,3540.63989257,10558.90136718,2078.10009765,381,379,372
11506477,3540.62304687,10558.91894531,2075.90014648,393,384,369
11508546,3540.61401367,10558.93554687,2075.10009765,391,386,370
11511483,3540.60253906,10558.96484375,2072.80004882,393,385,369
11513571,3540.59497070,10558.98437500,2071.50000000,391,385,369
11516432,3540.58325195,10559.01367187,2069.60009765,396,388,370
11519429,3540.57080078,10559.04296875,2067.90014648,397,387,369
11522447,3540.55468750,10559.06933593,2067.30004882,396,386,373
11524533,3540.54296875,10559.08691406,2067.10009765,401,390,371
11527435,3540.52636718,10559.11132812,2068.00000000,559,461,403
11529503,3540.51684570,10559.12695312,2068.19995117,394,398,391
11532457,3540.50366210,10559.15234375,2067.90014648,377,384,369
11534541,3540.49536132,10559.16894531,2068.00000000,390,385,371
11537424,3540.48266601,10559.19531250,2068.10009765,397,387,370
11540407,3540.46997070,10559.22167968,2066.10009765,584,373,404
11542483,3540.46118164,10559.24023437,2065.60009765,958,985,904
11545396,3540.44848632,10559.26855468,2065.30004882,587,669,333
11547508,3540.44116210,10559.28613281,2064.69995117,298,506,568
11550391,3540.43115234,10559.31738281,2063.19995117,184,339,392
11552485,3540.42431640,10559.33789062,2063.80004882,184,321,353
11555466,3540.41381835,10559.37011718,2063.19995117,689,531,456
11558453,3540.40405273,10559.40136718,2062.10009765,530,460,413
11561411,3540.39428710,10559.43066406,2060.80004882,459,427,395
11564429,3540.38452148,10559.46191406,2059.90014648,449,421,391
11567453,3540.37475585,10559.49316406,2058.00000000,432,418,389
11570439,3540.36523437,10559.52441406,2056.90014648,418,403,381
11573435,3540.35571289,10559.55371093,2056.10009765,420,404,381
11576407,3540.34667968,10559.58007812,2054.50000000,442,417,390
11579379,3540.33813476,10559.60644531,2054.00000000,407,397,376
11582342,3540.33056640,10559.63085937,2053.60009765,419,402,379
11584466,3540.32543945,10559.64746093,2053.80004882,407,396,377
11587399,3540.31738281,10559.67187500,2053.19995117,416,401,379
11589467,3540.31201171,10559.68945312,2051.90014648,437,414,388
11592413,3540.30273437,10559.71484375,2049.30004882,399,392,373
11595338,3540.29150390,10559.74218750,2046.70007324,751,595,500
11597467,3540.28271484,10559.75878906,2045.30004882,512,471,431
11600359,3540.26782226,10559.78417968,2044.90002441,416,403,384
11603395,3540.25268554,10559.80859375,2045.00000000,410,398,379
11606337,3540.23803710,10559.83203125,2044.70007324,408,395,375
11608459,3540.22851562,10559.84765625,2044.40002441,407,396,376
11611382,3540.21386718,10559.87207031,2043.59997558,402,393,373
11614329,3540.19897460,10559.89648437,2042.30004882,403,393,373
11617320,3540.18432617,10559.91992187,2042.30004882,406,393,374
11619395,3540.17578125,10559.93359375,2042.30004882,393,388,373
11622349,3540.16601562,10559.95019531,2041.40002441,423,401,378
11625371,3540.16040039,10559.96191406,2040.59997558,387,383,369
11628328,3540.15893554,10559.97656250,2041.59997558,388,382,365
11631365,3540.15185546,10559.99023437,2040.00000000,415,395,377
11633440,3540.14599609,10600.00195312,2040.00000000,396,387,372
11636347,3540.14062500,10600.02343750,2042.80004882,397,388,371
11639358,3540.13989257,10600.04687500,2045.59997558,398,389,372
11642296,3540.14331054,10600.07128906,2049.90014648,400,390,374
11644408,3540.14843750,10600.08789062,2053.50000000,401,392,375
11647288,3540.16040039,10600.11035156,2058.30004882,394,387,371
11649373,3540.16967773,10600.12402343,2060.60009765,393,385,369
11652331,3540.18310546,10600.14648437,2064.50000000,396,387,369
11655328,3540.19799804,10600.16894531,2066.40014648,396,388,372
11658339,3540.21484375,10600.18652343,2068.19995117,396,387,370
11661328,3540.23071289,10600.20605468,2070.10009765,404,391,373
11664334,3540.23803710,10600.22949218,2070.19995117,399,386,368
11667290,3540.23803710,10600.25683593,2068.50000000,397,388,371
11670311,3540.23779296,10600.28613281,2068.00000000,393,384,369
11673308,3540.23730468,10600.31542968,2068.30004882,391,382,366
11675399,3540.23583984,10600.33593750,2067.40014648,390,384,368
11678256,3540.22729492,10600.36230468,2066.40014648,396,386,368
11681321,3540.21191406,10600.38574218,2064.60009765,393,383,366
11684234,3540.19555664,10600.41015625,2063.50000000,390,382,366
