74018,3541.18579101,10553.73535156
76451,3541.18530273,10553.73535156
79457,3541.18530273,10553.73535156
82445,3541.18457031,10553.73535156
85432,3541.18457031,10553.73535156
88437,3541.18457031,10553.73535156
91431,3541.18457031,10553.73535156
94456,3541.18457031,10553.73535156
97455,3541.18457031,10553.73535156
100454,3541.18457031,10553.73535156
103443,3541.18457031,10553.73535156
106449,3541.18457031,10553.73535156
109461,3541.18457031,10553.73535156
112460,3541.18481445,10553.73437500
115444,3541.18481445,10553.73437500
118467,3541.18481445,10553.73437500
121459,3541.18481445,10553.73437500
124438,3541.18481445,10553.73437500
127468,3541.18481445,10553.73339843
130457,3541.18505859,10553.73339843
133459,3541.18505859,10553.73339843
136458,3541.18505859,10553.73339843
139461,3541.18505859,10553.73339843
142447,3541.18505859,10553.73339843
145449,3541.18530273,10553.73339843
148467,3541.18530273,10553.73339843
151446,3541.18554687,10553.73242187
154437,3541.18554687,10553.73242187
157459,3541.18554687,10553.73242187
160456,3541.18554687,10553.73242187
163467,3541.18554687,10553.73242187
166467,3541.18554687,10553.73242187
169467,3541.18554687,10553.73242187
172434,3541.18554687,10553.73242187
175438,3541.18554687,10553.73242187
178433,3541.18554687,10553.73242187
181456,3541.18554687,10553.73242187
184466,3541.18554687,10553.73242187
186802,3541.18554687,10553.73242187
189822,3541.18579101,10553.73242187
192808,3541.18579101,10553.73242187
195759,3541.18579101,10553.73242187
198775,3541.18579101,10553.73242187
201789,3541.18579101,10553.73242187
204802,3541.18579101,10553.73242187
207803,3541.18579101,10553.73242187
210829,3541.18579101,10553.73242187
213786,3541.18579101,10553.73242187
216761,3541.18579101,10553.73242187
219813,3541.18579101,10553.73242187
222780,3541.18579101,10553.73242187
225825,3541.18579101,10553.73242187
228830,3541.18579101,10553.73242187
231804,3541.18554687,10553.73242187
234772,3541.18554687,10553.73242187
237778,3541.18554687,10553.73242187
240759,3541.18554687,10553.73242187
242829,3541.18554687,10553.73242187
245782,3541.18554687,10553.73242187
248822,3541.18554687,10553.73242187
251814,3541.18554687,10553.73242187
254752,3541.18554687,10553.73242187
257771,3541.18554687,10553.73242187
260774,3541.18554687,10553.73242187
263817,3541.18554687,10553.73242187
266779,3541.18554687,10553.73242187
269767,3541.18554687,10553.73242187
272764,3541.18554687,10553.73242187
275734,3541.18554687,10553.73242187
277827,3541.18554687,10553.73242187
280778,3541.18554687,10553.73242187
283826,3541.18554687,10553.73242187
286755,3541.18554687,10553.73242187
289792,3541.18554687,10553.73242187
292824,3541.18554687,10553.73242187
295813,3541.18554687,10553.73242187
298806,3541.18554687,10553.73242187
301756,3541.18554687,10553.73242187
304827,3541.18554687,10553.73242187
307778,3541.18554687,10553.73242187
310763,3541.18554687,10553.73242187
313809,3541.18554687,10553.73242187
316826,3541.18554687,10553.73242187
319767,3541.18554687,10553.73242187
321831,3541.18554687,10553.73242187
324780,3541.18554687,10553.73242187
326850,3541.18554687,10553.73242187
329828,3541.18554687,10553.73242187
332774,3541.18554687,10553.73242187
335849,3541.18554687,10553.73242187
338796,3541.18554687,10553.73242187
341798,3541.18554687,10553.73242187
344750,3541.18554687,10553.73242187
346844,3541.18554687,10553.73242187
349856,3541.18554687,10553.73242187
352811,3541.18554687,10553.73242187
355861,3541.18530273,10553.73242187
358872,3541.18481445,10553.73242187
361820,3541.18481445,10553.73242187
364812,3541.18481445,10553.73242187
367820,3541.18481445,10553.73242187
370844,3541.18505859,10553.73242187
373837,3541.18505859,10553.73242187
376849,3541.18505859,10553.73339843
379940,3541.18505859,10553.73339843
382799,3541.18505859,10553.73339843
384875,3541.18505859,10553.73339843
387801,3541.18505859,10553.73339843
389870,3541.18505859,10553.73339843
392866,3541.18505859,10553.73339843
395802,3541.18505859,10553.73339843
398865,3541.18505859,10553.73242187
401808,3541.18505859,10553.73242187
404813,3541.18505859,10553.73242187
407803,3541.18505859,10553.73242187
409870,3541.18505859,10553.73242187
412891,3541.18505859,10553.73242187
415831,3541.18505859,10553.73242187
418806,3541.18505859,10553.73242187
421874,3541.18505859,10553.73242187
424824,3541.18505859,10553.73242187
427815,3541.18505859,10553.73339843
430802,3541.18505859,10553.73339843
433813,3541.18505859,10553.73339843
435867,3541.18505859,10553.73339843
438842,3541.18505859,10553.73339843
441805,3541.18505859,10553.73339843
444848,3541.18505859,10553.73339843
447802,3541.18505859,10553.73339843
450871,3541.18505859,10553.73339843
453796,3541.18505859,10553.73339843
455923,3541.18505859,10553.73339843
458942,3541.18725585,10553.73339843
461813,3541.18969726,10553.73242187
464805,3541.19165039,10553.73046875
466892,3541.19287109,10553.72753906
469882,3541.19360351,10553.72363281
472893,3541.19360351,10553.72363281
475879,3541.19384765,10553.72363281
478907,3541.19409179,10553.72363281
481904,3541.19409179,10553.72363281
484886,3541.19409179,10553.72363281
487881,3541.19433593,10553.72265625
490866,3541.19458007,10553.72265625
493863,3541.19482421,10553.72265625
496875,3541.19531250,10553.72265625
499800,3541.19531250,10553.72265625
502824,3541.19506835,10553.72265625
505771,3541.19506835,10553.72265625
