6619052,3541.26123046,10553.37890625,2280.00000000,440,412,399
6622028,3541.26098632,10553.37988281,2280.00000000,368,374,360
6625083,3541.26000976,10553.38085937,2280.10009765,374,376,364
6627161,3541.25878906,10553.38476562,2280.10009765,359,365,362
6630077,3541.26123046,10553.38769531,2280.10009765,305,332,324
6633091,3541.26464843,10553.38769531,2280.19995117,405,389,384
6636088,3541.26611328,10553.38769531,2280.19995117,374,365,359
6639029,3541.26660156,10553.38769531,2280.19995117,403,388,375
6641106,3541.26684570,10553.38769531,2280.30004882,375,376,365
6644069,3541.26660156,10553.38769531,2280.30004882,376,376,364
6647083,3541.26708984,10553.38671875,2280.40014648,377,376,364
6650009,3541.26635742,10553.38671875,2280.50000000,365,369,356
6652111,3541.26611328,10553.38769531,2280.50000000,373,370,365
6655063,3541.26464843,10553.38769531,2280.60009765,399,382,367
6657139,3541.26245117,10553.38964843,2280.60009765,407,397,399
6660007,3541.26049804,10553.38964843,2280.69995117,382,378,369
6662079,3541.25927734,10553.39062500,2280.69995117,382,377,365
6665065,3541.25732421,10553.39062500,2280.69995117,383,378,368
6668039,3541.25561523,10553.39062500,2280.80004882,381,376,366
6671001,3541.25268554,10553.39062500,2280.80004882,379,375,364
6673998,3541.25244140,10553.38964843,2280.90014648,370,373,355
6677030,3541.25219726,10553.38964843,2280.90014648,401,384,376
6679975,3541.25292968,10553.38867187,2281.00000000,379,376,364
6682078,3541.25390625,10553.38671875,2281.00000000,378,376,365
6684993,3541.25561523,10553.38476562,2281.10009765,377,376,364
6687994,3541.25952148,10553.38378906,2281.10009765,398,388,386
6690073,3541.26269531,10553.38476562,2281.10009765,395,388,402
6693015,3541.26318359,10553.38476562,2281.10009765,273,310,293
6695097,3541.26489257,10553.38281250,2281.10009765,392,375,363
6698024,3541.26708984,10553.38183593,2281.19995117,379,376,362
6700968,3541.26977539,10553.38281250,2281.30004882,364,367,355
6703058,3541.27148437,10553.38281250,2281.30004882,336,346,335
6705958,3541.27294921,10553.38281250,2281.30004882,392,377,364
6708963,3541.27368164,10553.38183593,2281.40014648,409,381,356
6711058,3541.27368164,10553.38281250,2281.30004882,438,397,382
6713999,3541.27587890,10553.38183593,2281.30004882,480,449,433
6717033,3541.27368164,10553.38671875,2267.69995117,469,445,434
6719159,3541.26928710,10553.38671875,2266.00000000,439,397,382
6722017,3541.27050781,10553.38574218,2266.19995117,412,383,364
6724106,3541.27197265,10553.38574218,2266.50000000,378,384,381
6727002,3541.27514648,10553.38574218,2265.50000000,381,372,361
6729081,3541.27587890,10553.38574218,2266.30004882,402,383,371
6732076,3541.27587890,10553.38574218,2266.30004882,406,391,391
6735073,3541.27636718,10553.38574218,2266.69995117,256,285,252
6738023,3541.27783203,10553.38378906,2270.69995117,389,390,409
6740102,3541.27856445,10553.38281250,2270.40014648,320,345,320
6742174,3541.27929687,10553.38183593,2270.50000000,365,364,359
6745134,3541.27734375,10553.38183593,2267.80004882,306,328,297
6748075,3541.27661132,10553.38183593,2266.80004882,346,359,327
6750150,3541.27636718,10553.38281250,2265.10009765,308,343,379
6753123,3541.27636718,10553.38476562,2263.60009765,347,358,351
6755207,3541.27587890,10553.38476562,2263.90014648,548,482,505
6758100,3541.27441406,10553.38671875,2264.40014648,367,366,367
6761145,3541.27270507,10553.38964843,2266.19995117,404,380,346
6764063,3541.27221679,10553.38964843,2266.19995117,735,606,561
6767010,3541.27246093,10553.38964843,2266.30004882,366,443,332
6769976,3541.27270507,10553.38867187,2266.19995117,733,630,672
6772052,3541.27270507,10553.38867187,2266.10009765,555,494,493
6774119,3541.27368164,10553.38867187,2266.50000000,335,326,368
6777055,3541.27416992,10553.38867187,2266.40014648,393,397,374
6779148,3541.27465820,10553.38964843,2266.60009765,414,409,395
6782092,3541.27563476,10553.39062500,2266.30004882,344,379,364
6784980,3541.27612304,10553.39062500,2266.40014648,261,307,289
6787104,3541.27636718,10553.39160156,2266.60009765,331,348,344
6790041,3541.27636718,10553.39257812,2266.50000000,353,370,368
6793075,3541.27636718,10553.39257812,2266.40014648,319,357,389
6795145,3541.27587890,10553.39355468,2266.30004882,445,409,391
6798085,3541.27587890,10553.39355468,2266.30004882,419,416,415
6801080,3541.27563476,10553.39355468,2266.30004882,325,352,317
6803161,3541.27563476,10553.39453125,2266.30004882,408,391,377
6806023,3541.27587890,10553.39550781,2265.90014648,400,395,403
6809039,3541.27685546,10553.39648437,2265.30004882,468,446,444
6812028,3541.27734375,10553.39843750,2264.80004882,387,387,374
6814121,3541.27758789,10553.39843750,2264.50000000,388,381,375
6817060,3541.27880859,10553.39941406,2264.30004882,593,525,544
6820049,3541.27929687,10553.40136718,2264.30004882,379,376,367
6822120,3541.27954101,10553.40234375,2264.10009765,332,351,311
6825032,3541.28076171,10553.40332031,2263.90014648,448,444,477
6828007,3541.28100585,10553.40527343,2263.80004882,371,375,364
6831004,3541.28247070,10553.40527343,2263.80004882,402,389,371
6833074,3541.28320312,10553.40527343,2264.00000000,475,442,416
6835993,3541.28466796,10553.40527343,2264.00000000,439,410,355
6838099,3541.28466796,10553.40527343,2263.90014648,368,367,360
6841026,3541.28515625,10553.40722656,2263.60009765,349,356,351
6843105,3541.28564453,10553.40820312,2263.50000000,393,390,372
6845927,3541.28686523,10553.40820312,2263.30004882,269,320,289
