7219481,3541.29589843,10553.39550781,2254.69995117,591,487,509
7222515,3541.29589843,10553.39550781,2254.40014648,411,400,385
7225488,3541.29589843,10553.39550781,2254.19995117,389,388,369
7228467,3541.29589843,10553.39550781,2254.10009765,388,386,369
7231113,3541.29589843,10553.39550781,2254.10009765,382,383,367
7233187,3541.29589843,10553.39550781,2254.19995117,382,383,368
7236120,3541.29589843,10553.39550781,2254.19995117,502,451,416
7239115,3541.29589843,10553.39550781,2254.19995117,196,276,273
7242120,3541.29589843,10553.39550781,2254.30004882,361,359,345
7245109,3541.29589843,10553.39550781,2254.30004882,352,365,353
7247177,3541.29589843,10553.39550781,2254.30004882,364,371,359
7250111,3541.29589843,10553.39550781,2254.30004882,375,377,365
7253085,3541.29589843,10553.39550781,2254.40014648,370,376,363
7255374,3541.29589843,10553.39550781,2254.40014648,379,381,369
7257455,3541.29589843,10553.39550781,2254.40014648,552,480,452
7260465,3541.29589843,10553.39550781,2254.40014648,396,384,371
7263441,3541.29589843,10553.39550781,2254.40014648,385,388,394
7265503,3541.29589843,10553.39550781,2254.40014648,424,396,383
7268451,3541.29589843,10553.39550781,2254.40014648,346,355,335
7271428,3541.29589843,10553.39550781,2254.40014648,430,405,362
7274376,3541.29589843,10553.39550781,2254.40014648,376,373,363
7276470,3541.29589843,10553.39550781,2254.40014648,369,370,356
7279366,3541.29614257,10553.39550781,2254.50000000,369,372,357
7281458,3541.29614257,10553.39550781,2254.50000000,373,376,365
7284424,3541.29614257,10553.39550781,2254.50000000,372,375,362
7287403,3541.29614257,10553.39550781,2254.50000000,374,376,364
7289488,3541.29614257,10553.39550781,2254.50000000,372,375,365
7292400,3541.29614257,10553.39550781,2254.50000000,374,376,358
7295341,3541.29614257,10553.39550781,2254.50000000,378,393,393
7298349,3541.29614257,10553.39550781,2254.50000000,565,473,434
7300418,3541.29614257,10553.39550781,2254.50000000,388,384,363
7303412,3541.29614257,10553.39550781,2254.50000000,350,362,348
7306359,3541.29614257,10553.39550781,2254.50000000,390,389,386
7309406,3541.29614257,10553.39550781,2254.50000000,385,384,372
7312395,3541.29614257,10553.39550781,2254.50000000,422,388,381
7315336,3541.29614257,10553.39550781,2254.60009765,368,372,362
7317423,3541.29614257,10553.39550781,2254.60009765,376,378,362
7320322,3541.29614257,10553.39550781,2254.60009765,394,384,377
7322407,3541.29614257,10553.39550781,2254.60009765,457,418,439
7325386,3541.29614257,10553.39550781,2254.60009765,428,403,389
7328384,3541.29614257,10553.39550781,2254.60009765,359,390,366
7331318,3541.29614257,10553.39550781,2254.60009765,323,355,360
7333434,3541.29614257,10553.39550781,2254.60009765,445,422,407
7336329,3541.29614257,10553.39550781,2254.60009765,365,369,350
7338396,3541.29614257,10553.39550781,2254.60009765,374,377,363
7341326,3541.29614257,10553.39550781,2254.60009765,376,377,365
7344313,3541.29614257,10553.39550781,2254.60009765,384,382,369
7346425,3541.29614257,10553.39550781,2254.60009765,379,381,368
7349341,3541.29614257,10553.39550781,2254.60009765,386,384,371
7351411,3541.29614257,10553.39550781,2254.60009765,369,373,357
7354363,3541.29614257,10553.39550781,2254.60009765,389,386,381
7357280,3541.29614257,10553.39550781,2254.60009765,421,393,385
7359374,3541.29614257,10553.39550781,2254.60009765,370,376,363
7362280,3541.29614257,10553.39550781,2254.60009765,380,381,367
7365295,3541.29614257,10553.39550781,2254.60009765,400,387,373
7367402,3541.29614257,10553.39550781,2254.60009765,460,432,422
7370313,3541.29614257,10553.39550781,2254.60009765,517,483,483
7372381,3541.29614257,10553.39550781,2254.60009765,382,382,370
